"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 05, 2020","14.530","14.500","14.570","14.357","-","-1.28%"
"Apr 03, 2020","14.718","14.684","14.684","14.684","0.43K","-1.20%"
"Apr 02, 2020","14.897","14.863","14.863","14.863","0.15K","4.92%"
"Apr 01, 2020","14.198","14.164","14.164","14.164","5.53K","-1.16%"
"Mar 31, 2020","14.365","14.331","14.331","14.331","0.01K","0.06%"
"Mar 30, 2020","14.356","14.322","14.322","14.322","6.31K","-1.35%"
"Mar 29, 2020","14.553","14.565","14.710","14.473","-","-1.23%"
"Mar 27, 2020","14.734","14.700","14.700","14.700","0.03K","-0.51%"
"Mar 26, 2020","14.809","14.775","14.775","14.775","4.26K","-1.15%"
"Mar 25, 2020","14.981","14.500","14.500","14.500","0.00K","4.00%"
"Mar 24, 2020","14.405","13.625","13.625","13.625","0.00K","7.01%"
"Mar 23, 2020","13.461","12.780","12.780","12.635","0.01K","8.25%"
"Mar 22, 2020","12.435","12.643","12.662","12.290","-","-0.97%"
"Mar 20, 2020","12.557","12.800","12.800","12.800","0.03K","1.93%"
"Mar 19, 2020","12.319","12.370","12.370","12.085","0.00K","3.10%"
"Mar 18, 2020","11.949","12.480","12.485","12.210","0.03K","-5.72%"
"Mar 17, 2020","12.674","12.640","12.640","12.640","0.00K","-2.45%"
"Mar 16, 2020","12.992","13.270","13.270","12.880","0.00K","-12.10%"
"Mar 15, 2020","14.780","14.655","15.245","14.655","-","0.60%"
"Mar 13, 2020","14.692","15.375","15.400","15.375","0.01K","-9.41%"
"Mar 12, 2020","16.218","16.184","16.184","16.184","0.00K","-4.61%"
"Mar 11, 2020","17.002","16.945","16.965","16.905","0.02K","-1.11%"
"Mar 10, 2020","17.192","17.130","17.130","17.130","0.00K","-0.60%"
"Mar 09, 2020","17.295","17.252","17.252","17.252","0.02K","-1.13%"
"Mar 08, 2020","17.492","17.343","17.600","17.343","-","-0.36%"
"Mar 06, 2020","17.556","17.415","17.415","17.415","0.00K","-0.89%"
"Mar 05, 2020","17.714","17.663","17.663","17.663","3.00K","0.72%"
"Mar 04, 2020","17.588","17.532","17.532","17.532","0.00K","0.20%"
"Mar 03, 2020","17.553","17.497","17.497","17.497","5.60K","2.52%"
"Mar 02, 2020","17.122","17.060","17.060","17.060","3.50K","3.36%"
"Mar 01, 2020","16.565","16.625","16.710","16.445","-","-1.83%"
"Feb 28, 2020","16.873","16.900","16.950","16.900","0.02K","-7.18%"
"Feb 27, 2020","18.178","18.375","18.375","18.375","0.00K","-0.96%"
"Feb 26, 2020","18.354","18.350","18.430","18.350","0.02K","-1.91%"
"Feb 25, 2020","18.711","18.649","18.649","18.649","14.01K","-3.56%"
"Feb 24, 2020","19.401","19.339","19.339","19.339","5.31K","4.04%"
"Feb 23, 2020","18.648","18.457","18.793","18.457","-","-2.14%"
"Feb 21, 2020","19.055","18.993","18.993","18.993","1.87K","1.10%"
"Feb 20, 2020","18.847","18.785","18.785","18.785","4.22K","0.05%"
"Feb 19, 2020","18.838","18.725","18.865","18.725","0.03K","0.88%"
"Feb 18, 2020","18.673","18.611","18.611","18.611","3.16K","4.98%"
"Feb 17, 2020","17.788","17.712","17.863","17.703","-","0.40%"
"Feb 16, 2020","17.718","17.773","17.785","17.670","-","-2.94%"
"Feb 14, 2020","18.254","18.192","18.192","18.192","1.38K","0.61%"
"Feb 13, 2020","18.143","18.081","18.081","18.081","2.00K","0.68%"
"Feb 12, 2020","18.020","17.958","17.958","17.958","1.84K","-0.55%"
"Feb 11, 2020","18.119","18.057","18.057","18.057","2.71K","-1.06%"
"Feb 10, 2020","18.313","18.251","18.251","18.251","2.27K","3.31%"
"Feb 09, 2020","17.727","17.683","17.762","17.670","-","-2.71%"
"Feb 07, 2020","18.221","18.159","18.159","18.159","2.85K","-0.71%"
"Feb 06, 2020","18.351","18.289","18.289","18.289","1.01K","1.19%"
"Feb 05, 2020","18.136","18.074","18.074","18.074","0.82K","0.28%"
"Feb 04, 2020","18.085","18.025","18.025","18.025","0.81K","-0.59%"
"Feb 03, 2020","18.192","18.132","18.132","18.132","0.90K","0.69%"
"Feb 02, 2020","18.067","18.115","18.117","18.020","-","-2.51%"
"Jan 31, 2020","18.532","18.472","18.472","18.472","1.05K","0.09%"
"Jan 30, 2020","18.516","18.456","18.456","18.456","1.01K","2.78%"
"Jan 29, 2020","18.015","17.955","17.955","17.955","0.69K","0.16%"
"Jan 28, 2020","17.986","17.926","17.926","17.926","0.79K","-3.22%"
"Jan 27, 2020","18.584","18.524","18.524","18.524","0.65K","2.01%"
"Jan 26, 2020","18.218","18.115","18.370","18.115","-","-2.30%"
"Jan 24, 2020","18.646","18.586","18.586","18.586","1.03K","1.54%"
"Jan 23, 2020","18.363","18.303","18.303","18.303","0.40K","0.01%"
"Jan 22, 2020","18.362","18.302","18.302","18.302","1.50K","0.10%"
"Jan 21, 2020","18.343","18.283","18.283","18.283","0.81K","1.49%"
"Jan 20, 2020","18.073","18.045","18.133","18.003","-","0.17%"
"Jan 19, 2020","18.043","18.032","18.060","18.027","-","-3.07%"
"Jan 17, 2020","18.614","18.554","18.554","18.554","0.59K","0.72%"
"Jan 16, 2020","18.481","18.421","18.421","18.421","0.22K","-0.26%"
"Jan 15, 2020","18.530","18.470","18.470","18.470","1.01K","1.35%"
"Jan 14, 2020","18.284","18.224","18.224","18.224","2.36K","-1.41%"
"Jan 13, 2020","18.546","18.486","18.486","18.486","1.72K","2.59%"
"Jan 12, 2020","18.078","18.135","18.150","18.052","-","-3.08%"
"Jan 10, 2020","18.653","18.593","18.593","18.593","2.86K","0.93%"
"Jan 09, 2020","18.481","18.421","18.421","18.421","2.27K","-1.23%"
"Jan 08, 2020","18.711","18.651","18.651","18.651","2.27K","-1.19%"
"Jan 07, 2020","18.936","18.876","18.876","18.876","1.85K","1.14%"
"Jan 06, 2020","18.722","18.662","18.662","18.662","4.18K","2.80%"
"Jan 05, 2020","18.212","18.098","18.343","18.098","-","-2.57%"
"Jan 03, 2020","18.693","18.633","18.633","18.633","1.42K","0.55%"
"Jan 02, 2020","18.590","18.530","18.530","18.530","0.73K","3.63%"
"Jan 01, 2020","17.938","17.913","18.000","17.913","-","-2.85%"
"Dec 31, 2019","18.464","18.404","18.404","18.404","0.77K","-0.43%"
"Dec 30, 2019","18.544","18.484","18.484","18.484","0.27K","3.73%"
"Dec 29, 2019","17.878","17.835","17.887","17.835","-","-3.26%"
"Dec 27, 2019","18.480","18.420","18.420","18.420","0.45K","-0.26%"
"Dec 26, 2019","18.529","18.469","18.469","18.469","0.92K","3.91%"
"Dec 25, 2019","17.832","17.850","17.863","17.808","-","-3.06%"
"Dec 24, 2019","18.395","18.180","18.180","18.180","0.00K","1.96%"
"Dec 23, 2019","18.041","17.981","17.981","17.981","0.78K","4.60%"
"Dec 22, 2019","17.247","17.262","17.262","17.238","-","-2.92%"
"Dec 20, 2019","17.766","17.706","17.706","17.706","0.22K","0.40%"
"Dec 19, 2019","17.696","17.636","17.636","17.636","0.14K","0.59%"
"Dec 18, 2019","17.592","17.532","17.532","17.532","0.44K","-0.12%"
"Dec 17, 2019","17.614","17.554","17.554","17.554","0.24K","-0.23%"
"Dec 16, 2019","17.655","17.595","17.595","17.595","0.34K","3.96%"
"Dec 15, 2019","16.983","17.000","17.027","16.980","-","-3.28%"
"Dec 13, 2019","17.559","17.499","17.499","17.499","0.58K","0.33%"
"Dec 12, 2019","17.502","17.442","17.442","17.442","0.25K","0.59%"
"Dec 11, 2019","17.400","17.340","17.340","17.340","0.71K","0.83%"
"Dec 10, 2019","17.257","17.197","17.197","17.197","0.83K","0.37%"
"Dec 09, 2019","17.194","17.134","17.134","17.134","0.54K","3.35%"
"Dec 08, 2019","16.637","16.602","16.637","16.598","-","-3.01%"
"Dec 06, 2019","17.154","17.094","17.094","17.094","1.16K","-2.67%"
"Dec 05, 2019","17.624","17.564","17.564","17.564","0.97K","0.71%"
"Dec 04, 2019","17.499","17.439","17.439","17.439","0.48K","-1.93%"
"Dec 03, 2019","17.844","17.784","17.784","17.784","0.52K","1.58%"
"Dec 02, 2019","17.567","17.507","17.507","17.507","0.38K","2.96%"
"Dec 01, 2019","17.062","17.098","17.102","17.052","-","-3.53%"
"Nov 29, 2019","17.686","17.626","17.626","17.626","0.49K","3.84%"
"Nov 28, 2019","17.032","17.080","17.102","17.003","-","-3.36%"
"Nov 27, 2019","17.625","17.565","17.565","17.565","1.40K","-0.69%"
"Nov 26, 2019","17.747","17.687","17.687","17.687","2.24K","0.95%"
"Nov 25, 2019","17.580","17.520","17.520","17.520","4.37K","3.22%"
"Nov 24, 2019","17.032","17.155","17.155","17.010","-","-3.69%"
"Nov 22, 2019","17.684","17.624","17.624","17.624","1.10K","-0.35%"
"Nov 21, 2019","17.746","17.686","17.686","17.686","0.83K","-0.25%"
"Nov 20, 2019","17.791","17.731","17.731","17.731","0.35K","-0.03%"
"Nov 19, 2019","17.797","17.737","17.737","17.737","0.52K","0.67%"
"Nov 18, 2019","17.679","17.619","17.619","17.619","1.64K","4.23%"
"Nov 17, 2019","16.962","16.935","16.968","16.933","-","-3.82%"
"Nov 15, 2019","17.636","17.576","17.576","17.576","0.85K","-0.49%"
"Nov 14, 2019","17.723","17.663","17.663","17.663","1.28K","0.63%"
"Nov 13, 2019","17.612","17.552","17.552","17.552","1.65K","1.26%"
"Nov 12, 2019","17.392","17.332","17.332","17.332","2.86K","-0.67%"
"Nov 11, 2019","17.510","17.450","17.450","17.450","1.41K","4.21%"
"Nov 10, 2019","16.802","16.762","16.808","16.758","-","-4.15%"
"Nov 08, 2019","17.530","17.470","17.470","17.470","1.70K","-1.11%"
"Nov 07, 2019","17.727","17.667","17.667","17.667","1.56K","-3.21%"
"Nov 06, 2019","18.314","18.254","18.254","18.254","0.89K","0.19%"
"Nov 05, 2019","18.280","18.220","18.220","18.220","0.72K","-2.68%"
"Nov 04, 2019","18.784","18.724","18.724","18.724","0.79K","3.65%"
"Nov 03, 2019","18.122","18.110","18.133","18.090","-","-3.41%"
"Nov 01, 2019","18.761","18.701","18.701","18.701","0.94K","0.01%"
"Oct 31, 2019","18.759","18.699","18.699","18.699","0.80K","1.16%"
"Oct 30, 2019","18.544","18.484","18.484","18.484","1.21K","0.20%"
"Oct 29, 2019","18.507","18.447","18.447","18.447","0.16K","-0.24%"
"Oct 28, 2019","18.551","18.491","18.491","18.491","0.52K","2.88%"
"Oct 27, 2019","18.032","18.038","18.062","18.010","-","-3.02%"
"Oct 25, 2019","18.594","18.534","18.534","18.534","0.71K","0.68%"
"Oct 24, 2019","18.468","18.408","18.408","18.408","0.70K","1.26%"
"Oct 23, 2019","18.238","18.178","18.178","18.178","3.34K","0.49%"
"Oct 22, 2019","18.149","18.089","18.089","18.089","0.83K","-0.55%"
"Oct 21, 2019","18.249","18.189","18.189","18.189","0.32K","3.73%"
"Oct 20, 2019","17.593","17.570","17.605","17.565","-","-3.45%"
"Oct 18, 2019","18.222","18.162","18.162","18.162","0.17K","-0.19%"
"Oct 17, 2019","18.256","18.196","18.196","18.196","0.21K","1.06%"
"Oct 16, 2019","18.065","18.005","18.005","18.005","0.80K","0.25%"
"Oct 15, 2019","18.020","17.960","17.960","17.960","0.22K","-1.79%"
"Oct 14, 2019","18.348","18.288","18.288","18.288","0.11K","4.77%"
"Oct 13, 2019","17.512","17.535","17.595","17.497","-","-3.68%"
"Oct 11, 2019","18.181","18.121","18.121","18.121","0.37K","-0.29%"
"Oct 10, 2019","18.233","18.173","18.173","18.173","0.77K","-1.13%"
"Oct 09, 2019","18.442","18.382","18.382","18.382","0.52K","0.61%"
"Oct 08, 2019","18.331","18.271","18.271","18.271","0.46K","0.87%"
"Oct 07, 2019","18.173","18.113","18.113","18.113","0.17K","3.17%"
"Oct 06, 2019","17.615","17.598","17.688","17.580","-","-3.52%"
"Oct 04, 2019","18.258","18.198","18.198","18.198","0.39K","-0.26%"
"Oct 03, 2019","18.305","18.245","18.245","18.245","0.76K","-0.11%"
"Oct 02, 2019","18.325","18.264","18.264","18.264","0.79K","2.12%"
"Oct 01, 2019","17.944","17.883","17.883","17.883","1.23K","1.70%"
"Sep 30, 2019","17.644","17.600","17.600","17.600","0.00K","0.38%"
"Sep 29, 2019","17.578","17.595","17.657","17.555","-","-3.96%"
"Sep 27, 2019","18.302","18.130","18.130","18.125","0.00K","-1.41%"
"Sep 26, 2019","18.564","18.503","18.503","18.503","0.23K","-0.88%"
"Sep 25, 2019","18.728","18.667","18.667","18.667","0.41K","-2.87%"
"Sep 24, 2019","19.282","19.221","19.221","19.221","0.71K","-0.46%"
"Sep 23, 2019","19.371","19.310","19.310","19.310","0.59K","7.34%"
"Sep 22, 2019","18.047","18.052","18.058","18.012","-","-2.51%"
"Sep 20, 2019","18.512","18.451","18.451","18.451","0.23K","-0.19%"
"Sep 19, 2019","18.547","18.486","18.486","18.486","0.26K","-0.20%"
"Sep 18, 2019","18.584","18.523","18.523","18.523","0.05K","-1.20%"
"Sep 17, 2019","18.809","18.748","18.748","18.748","0.32K","0.59%"
"Sep 16, 2019","18.699","18.638","18.638","18.638","0.15K","4.91%"
"Sep 15, 2019","17.823","17.517","17.843","17.517","-","-2.22%"
"Sep 13, 2019","18.228","18.184","18.184","18.184","1.33K","-3.14%"
"Sep 12, 2019","18.818","18.774","18.774","18.774","0.78K","0.15%"
"Sep 11, 2019","18.790","18.746","18.746","18.746","0.80K","-0.04%"
"Sep 10, 2019","18.797","18.753","18.753","18.753","0.02K","0.13%"
"Sep 09, 2019","18.772","18.728","18.728","18.728","0.62K","2.76%"
"Sep 08, 2019","18.267","18.262","18.282","18.157","-","-2.44%"
"Sep 06, 2019","18.724","18.676","18.676","18.676","0.09K","-3.59%"
"Sep 05, 2019","19.422","19.368","19.368","19.368","0.27K","-3.62%"
"Sep 04, 2019","20.152","20.080","20.080","20.080","0.00K","1.60%"
"Sep 03, 2019","19.834","19.780","19.780","19.780","0.43K","7.26%"
"Sep 02, 2019","18.492","18.562","18.652","18.367","-","-0.40%"
"Sep 01, 2019","18.567","18.475","18.683","18.475","-","-1.92%"
"Aug 30, 2019","18.931","18.877","18.877","18.877","0.66K","0.15%"
"Aug 29, 2019","18.903","18.849","18.849","18.849","1.07K","-0.63%"
"Aug 28, 2019","19.022","18.968","18.968","18.968","1.02K","0.86%"
"Aug 27, 2019","18.860","18.806","18.806","18.806","1.22K","2.80%"
"Aug 26, 2019","18.347","18.293","18.293","18.293","0.19K","3.00%"
"Aug 25, 2019","17.812","17.552","17.863","17.552","-","-1.62%"
"Aug 23, 2019","18.105","18.051","18.051","18.051","0.38K","2.10%"
"Aug 22, 2019","17.733","17.679","17.679","17.679","0.53K","-0.61%"
"Aug 21, 2019","17.842","17.788","17.788","17.788","0.29K","0.03%"
"Aug 20, 2019","17.836","17.782","17.782","17.782","0.30K","1.19%"
"Aug 19, 2019","17.626","17.572","17.572","17.572","0.41K","3.28%"
"Aug 18, 2019","17.067","17.108","17.122","17.060","-","-4.17%"
"Aug 16, 2019","17.809","17.755","17.755","17.755","0.46K","-0.49%"
"Aug 15, 2019","17.896","17.842","17.842","17.842","0.56K","-0.38%"
"Aug 14, 2019","17.965","17.911","17.911","17.911","0.44K","1.67%"
"Aug 13, 2019","17.670","17.616","17.616","17.616","0.25K","-0.43%"
"Aug 12, 2019","17.747","17.693","17.693","17.693","0.05K","4.41%"
"Aug 11, 2019","16.997","16.968","17.003","16.942","-","-3.48%"
"Aug 09, 2019","17.610","17.556","17.556","17.556","0.29K","-0.02%"
"Aug 08, 2019","17.614","17.560","17.560","17.560","0.76K","-1.47%"
"Aug 07, 2019","17.877","17.823","17.823","17.823","0.38K","4.36%"
"Aug 06, 2019","17.130","17.076","17.076","17.076","0.29K","0.32%"
"Aug 05, 2019","17.076","17.022","17.022","17.022","0.16K","5.39%"
"Aug 04, 2019","16.203","16.218","16.245","16.203","-","-4.50%"
"Aug 02, 2019","16.966","16.912","16.912","16.912","0.21K","0.48%"
"Aug 01, 2019","16.885","16.890","16.910","16.890","0.00K","-1.30%"
"Jul 31, 2019","17.107","17.053","17.053","17.053","0.10K","-0.92%"
"Jul 30, 2019","17.265","17.211","17.211","17.211","0.01K","0.69%"
"Jul 29, 2019","17.146","17.092","17.092","17.092","0.04K","4.54%"
"Jul 28, 2019","16.402","16.427","16.453","16.402","-","-4.08%"
"Jul 26, 2019","17.100","17.046","17.046","17.046","0.22K","-0.05%"
"Jul 25, 2019","17.109","17.055","17.055","17.055","0.30K","-1.25%"
"Jul 24, 2019","17.325","17.271","17.271","17.271","0.14K","0.90%"
"Jul 23, 2019","17.171","17.117","17.117","17.117","0.38K","0.39%"
"Jul 22, 2019","17.104","17.050","17.050","17.050","0.29K","5.37%"
"Jul 21, 2019","16.233","16.230","16.290","16.212","-","-3.87%"
"Jul 19, 2019","16.886","16.832","16.832","16.832","0.51K","-0.02%"
"Jul 18, 2019","16.890","16.836","16.836","16.836","0.47K","1.34%"
"Jul 17, 2019","16.667","16.613","16.613","16.613","0.05K","1.76%"
"Jul 16, 2019","16.378","16.324","16.324","16.324","0.23K","2.02%"
"Jul 15, 2019","16.054","16.000","16.000","16.000","0.11K","5.26%"
"Jul 14, 2019","15.252","15.248","15.277","15.227","-","-4.26%"
"Jul 12, 2019","15.930","15.876","15.876","15.876","0.12K","0.56%"
"Jul 11, 2019","15.841","15.787","15.787","15.787","0.00K","-0.51%"
"Jul 10, 2019","15.922","15.868","15.868","15.868","0.27K","0.47%"
"Jul 09, 2019","15.847","15.793","15.793","15.793","0.01K","0.62%"
"Jul 08, 2019","15.749","15.695","15.695","15.695","0.15K","5.01%"
"Jul 07, 2019","14.998","15.018","15.055","14.982","-","-4.47%"
"Jul 05, 2019","15.699","15.645","15.645","15.645","0.22K","2.27%"
"Jul 04, 2019","15.350","15.342","15.370","15.252","-","-4.15%"
"Jul 03, 2019","16.015","15.961","15.961","15.961","0.32K","0.62%"
"Jul 02, 2019","15.916","15.862","15.862","15.862","0.55K","0.33%"
"Jul 01, 2019","15.863","15.809","15.809","15.809","0.15K","4.14%"
"Jun 30, 2019","15.232","15.350","15.350","15.160","-","-4.78%"
"Jun 28, 2019","15.996","15.942","15.942","15.942","0.60K","0.30%"
"Jun 27, 2019","15.948","15.894","15.894","15.894","0.04K","-0.50%"
"Jun 26, 2019","16.028","15.655","15.655","15.655","0.00K","-0.07%"
"Jun 25, 2019","16.040","15.790","15.790","15.790","0.15K","-0.39%"
"Jun 24, 2019","16.103","15.735","15.735","15.735","0.03K","4.55%"
"Jun 23, 2019","15.402","15.330","15.422","15.330","-","-3.86%"
"Jun 21, 2019","16.020","15.850","15.850","15.715","0.00K","-1.24%"
"Jun 20, 2019","16.221","15.650","15.865","15.650","0.16K","3.34%"
"Jun 19, 2019","15.697","15.340","15.480","15.340","0.00K","-0.22%"
"Jun 18, 2019","15.732","15.165","15.310","15.155","0.03K","1.03%"
"Jun 17, 2019","15.572","15.135","15.135","15.100","0.01K","5.17%"
"Jun 16, 2019","14.807","14.842","14.863","14.803","-","-4.76%"
"Jun 14, 2019","15.547","15.400","15.400","15.185","0.11K","-0.53%"
"Jun 13, 2019","15.630","15.100","15.175","15.065","0.05K","0.83%"
"Jun 12, 2019","15.501","15.240","15.240","15.240","0.02K","0.01%"
"Jun 11, 2019","15.500","15.100","15.110","15.100","0.00K","0.64%"
"Jun 10, 2019","15.402","15.055","15.055","15.055","0.00K","2.87%"
"Jun 09, 2019","14.973","15.008","15.008","14.953","-","-5.19%"
"Jun 07, 2019","15.792","15.480","15.480","15.470","0.05K","0.84%"
"Jun 06, 2019","15.661","15.175","15.175","15.175","0.02K","0.69%"
"Jun 05, 2019","15.554","15.300","15.380","15.300","0.00K","-0.08%"
"Jun 04, 2019","15.566","15.230","15.230","15.225","0.00K","0.17%"
"Jun 03, 2019","15.540","15.040","15.040","15.040","0.01K","6.42%"
"Jun 02, 2019","14.602","14.555","14.602","14.555","-","-5.02%"
"May 31, 2019","15.373","14.785","14.920","14.785","0.01K","0.33%"
"May 30, 2019","15.323","14.815","14.815","14.815","0.00K","0.56%"
"May 29, 2019","15.238","14.800","14.800","14.800","0.11K","0.44%"
"May 28, 2019","15.172","14.895","14.895","14.735","0.00K","4.12%"
"May 27, 2019","14.572","14.553","14.607","14.537","-","0.10%"
"May 26, 2019","14.557","14.545","14.562","14.545","-","-5.52%"
"May 24, 2019","15.408","14.860","14.860","14.855","0.18K","-0.48%"
"May 23, 2019","15.483","14.920","15.060","14.920","0.01K","1.06%"
"May 22, 2019","15.321","14.850","14.890","14.850","0.01K","0.24%"
"May 21, 2019","15.284","14.850","14.870","14.850","0.00K","-0.22%"
"May 20, 2019","15.318","14.805","14.805","14.805","0.15K","6.17%"
"May 19, 2019","14.428","14.390","14.428","14.390","-","-5.45%"
"May 17, 2019","15.259","14.980","14.980","14.830","0.09K","-0.99%"
"May 16, 2019","15.412","15.115","15.115","14.835","0.44K","-1.73%"
"May 15, 2019","15.684","15.235","15.235","15.235","0.00K","-0.04%"
"May 14, 2019","15.691","15.095","15.130","15.095","0.00K","0.19%"
"May 13, 2019","15.662","15.250","15.250","15.250","0.00K","6.13%"
"May 12, 2019","14.758","14.780","14.793","14.758","-","-5.89%"
"May 10, 2019","15.681","15.105","15.115","15.065","0.05K","0.10%"
"May 09, 2019","15.665","15.165","15.165","15.030","0.10K","-0.57%"
"May 08, 2019","15.755","15.265","15.275","15.165","0.06K","-0.48%"
"May 07, 2019","15.831","15.200","15.255","15.145","0.06K","-0.09%"
"May 06, 2019","15.845","15.450","15.470","15.370","0.00K","6.02%"
"May 05, 2019","14.945","14.953","14.988","14.932","-","-6.02%"
"May 03, 2019","15.902","14.965","15.295","14.965","0.18K","2.43%"
"May 02, 2019","15.525","15.100","15.100","15.095","0.01K","-0.71%"
"May 01, 2019","15.636","15.310","15.310","15.010","0.08K","-1.58%"
"Apr 30, 2019","15.887","15.345","15.360","15.195","0.03K","0.35%"
"Apr 29, 2019","15.831","15.345","15.355","15.245","0.02K","5.46%"
"Apr 28, 2019","15.012","15.035","15.035","15.012","-","-6.16%"
"Apr 26, 2019","15.997","15.510","15.510","15.510","0.05K","0.83%"
"Apr 25, 2019","15.866","15.550","15.550","15.550","0.00K","-0.27%"
"Apr 24, 2019","15.909","15.245","15.285","15.245","0.03K","0.76%"
"Apr 23, 2019","15.789","15.200","15.215","15.200","0.00K","-1.18%"
"Apr 22, 2019","15.978","15.440","15.440","15.425","0.14K","6.65%"
"Apr 21, 2019","14.982","14.955","14.988","14.955","-","0.11%"
"Apr 19, 2019","14.965","14.965","14.965","14.965","-","-6.26%"
"Apr 18, 2019","15.964","15.555","15.555","15.555","0.00K","0.12%"
"Apr 17, 2019","15.945","15.385","15.385","15.360","0.03K","0.07%"
"Apr 16, 2019","15.934","15.340","15.340","15.340","0.02K","-0.41%"
"Apr 15, 2019","15.999","15.330","15.330","15.330","0.02K","7.25%"
"Apr 14, 2019","14.918","14.928","14.950","14.912","-","-6.69%"
"Apr 12, 2019","15.987","15.385","15.420","15.385","0.02K","0.64%"
"Apr 11, 2019","15.885","15.735","15.735","15.735","0.00K","-2.38%"
"Apr 10, 2019","16.272","15.655","15.700","15.630","0.33K","0.22%"
"Apr 09, 2019","16.237","15.875","15.875","15.875","0.00K","-0.04%"
"Apr 08, 2019","16.244","15.560","15.680","15.555","0.39K","7.66%"
"Apr 07, 2019","15.088","15.078","15.107","15.078","-","-6.34%"
"Apr 05, 2019","16.109","15.715","15.715","15.715","0.05K","0.04%"
"Apr 04, 2019","16.102","15.500","15.500","15.500","0.05K","-0.12%"
"Apr 03, 2019","16.121","15.535","15.535","15.515","0.27K","0.24%"
"Apr 02, 2019","16.082","15.400","15.400","15.400","0.00K","-0.15%"
"Apr 01, 2019","16.106","15.550","15.555","15.545","0.22K","6.57%"
"Mar 31, 2019","15.113","15.102","15.133","15.098","-","-6.22%"
"Mar 29, 2019","16.115","15.510","15.510","15.510","0.04K","0.90%"
"Mar 28, 2019","15.972","15.625","15.625","15.625","0.10K","-2.10%"
"Mar 27, 2019","16.314","15.630","15.650","15.455","0.05K","-0.97%"
"Mar 26, 2019","16.473","15.725","15.725","15.590","0.00K","-0.81%"
"Mar 25, 2019","16.608","15.615","15.765","15.580","0.05K","7.79%"
"Mar 24, 2019","15.408","15.438","15.447","15.408","-","-6.33%"
"Mar 22, 2019","16.450","15.880","15.880","15.880","0.01K","-0.26%"
"Mar 21, 2019","16.493","16.010","16.010","15.905","0.06K","0.71%"
"Mar 20, 2019","16.376","15.980","15.980","15.980","0.00K","-0.34%"
"Mar 19, 2019","16.432","15.865","15.865","15.865","0.12K","0.30%"
"Mar 18, 2019","16.383","15.450","15.595","15.450","0.11K","7.30%"
"Mar 17, 2019","15.268","15.287","15.310","15.268","-","-6.82%"
"Mar 15, 2019","16.386","15.660","15.660","15.660","0.00K","0.95%"
"Mar 14, 2019","16.232","15.725","15.740","15.725","0.10K","-1.76%"
"Mar 13, 2019","16.522","15.660","15.730","15.630","0.83K","0.27%"
"Mar 12, 2019","16.478","15.910","15.910","15.910","0.00K","0.85%"
"Mar 11, 2019","16.339","15.690","15.690","15.690","0.05K","6.53%"
"Mar 10, 2019","15.338","15.352","15.352","15.322","-","-6.55%"
"Mar 08, 2019","16.413","15.760","15.810","15.760","0.02K","1.94%"
"Mar 07, 2019","16.101","15.500","15.550","15.485","0.04K","-0.27%"
"Mar 06, 2019","16.144","15.740","15.740","15.740","0.00K","-0.16%"
"Mar 05, 2019","16.170","15.550","15.585","15.550","0.04K","-0.01%"
"Mar 04, 2019","16.171","15.820","15.820","15.820","0.00K","6.67%"
"Mar 03, 2019","15.160","15.300","15.300","15.117","-","-7.12%"
"Mar 01, 2019","16.322","15.975","16.025","15.825","0.01K","-2.24%"
"Feb 28, 2019","16.696","16.315","16.315","16.110","0.11K","-0.79%"
"Feb 27, 2019","16.829","16.625","16.625","16.545","0.00K","-0.91%"
"Feb 26, 2019","16.983","16.125","16.175","16.030","0.42K","0.02%"
"Feb 25, 2019","16.980","16.225","16.225","16.100","0.54K","6.91%"
"Feb 24, 2019","15.883","15.880","15.893","15.867","-","-6.87%"
"Feb 22, 2019","17.055","17.100","17.100","17.100","0.00K","0.62%"
"Feb 21, 2019","16.950","17.255","17.255","17.255","0.00K","-2.18%"
"Feb 20, 2019","17.327","16.570","16.735","16.570","0.02K","1.24%"
"Feb 19, 2019","17.114","16.335","16.340","16.300","0.01K","8.41%"
"Feb 18, 2019","15.787","15.752","15.828","15.738","-","0.25%"
"Feb 17, 2019","15.748","15.752","15.760","15.742","-","-6.76%"
"Feb 15, 2019","16.889","15.955","16.045","15.845","0.22K","1.31%"
"Feb 14, 2019","16.670","16.115","16.115","16.020","0.01K","-0.72%"
"Feb 13, 2019","16.791","15.980","16.050","15.875","0.02K","-0.30%"
"Feb 12, 2019","16.842","16.055","16.095","15.945","1.46K","-0.03%"
"Feb 11, 2019","16.847","16.080","16.080","15.945","0.29K","6.51%"
"Feb 10, 2019","15.818","15.822","15.822","15.785","-","-6.77%"
"Feb 08, 2019","16.967","16.060","16.130","16.025","0.54K","0.59%"
"Feb 07, 2019","16.868","15.950","16.010","15.930","0.05K","0.09%"
"Feb 06, 2019","16.853","16.035","16.110","15.935","0.16K","-0.79%"
"Feb 05, 2019","16.988","16.410","16.445","16.410","0.00K","-0.29%"
"Feb 04, 2019","17.038","15.985","16.165","15.985","0.00K","7.08%"
"Feb 03, 2019","15.912","15.910","15.932","15.902","-","-6.83%"
"Feb 01, 2019","17.078","16.525","16.525","16.525","0.01K","-0.81%"
"Jan 31, 2019","17.217","16.680","16.725","16.625","0.03K","0.85%"
"Jan 30, 2019","17.072","16.135","16.235","16.135","1.38K","0.52%"
